title,releaseDate,budget,boxOffice,runtime,movieLanguage
Sabrina,1995-12-15,,87100000,127,English
Unstrung Heroes,1995-09-15,,7929434,93,English
Don Juan DeMarco,1995-04-07,25000000,69000000,97,English
Batman Forever,1995-06-09,100000000,336600000,122,English
Crimson Tide,1995-05-12,53000000,157400000,116,English
Waterworld,1995-07-28,,264200000,135,English
Restoration,1995-12-29,19000000,4000000,117,English
A Little Princess,1995-05-10,17000000,10000000,97,English
Richard III,1995-12-29,6000000,2700000,104,English
Shanghai Triad,1999-09-19,,2086101,103,Mandarin
My Family,1995-05-03,,11500000,126,English
Roommates,1995-03-03,22000000,12096881,108,English
Seven,1995-09-22,,327300000,127,English
The English Patient,1996-11-15,,232000000,162,English
Fargo,1996-03-08,7000000,60600000,98,English
Jerry Maguire,1996-12-13,50000000,273600000,139,English
Secrets & Lies,1996-05-10,4500000,,136,English
Shine,1996-01-21,6000000,36000000,105,English
The People vs. Larry Flynt,1996-10-13,35000000,43000000,130,English
Sling Blade,1996-11-27,1200000,34100000,135,English
Marvin's Room,1996-12-18,23000000,30000000,98,English
Breaking the Waves,1996-05-18,7500000,23000000,158,English
Primal Fear,1996-04-01,30000000,102600000,130,English
Ghosts of Mississippi,1996-12-20,36000000,13300000,130,English
The Crucible,1996-11-27,25000000,7300000,126,English
The Mirror Has Two Faces,1996-11-15,42000000,82000000,126,English
The Portrait of a Lady,1996-08-28,,20000000,142,English
Lone Star,1996-03-14,,13000000,135,English
Hamlet,1996-12-25,18000000,4700000,242,Early
Trainspotting,1996-02-23,1500000,72000000,93,English
Kolya,1996-05-15,,7700000,111,Czech
A Chef in Love,1996-06-06,,,100,French
The Other Side of Sunday,1996-02-09,,,103,Norwegian
Prisoner of the Mountains,1999-09-19,,,98,Russian
Ridicule,1996-05-09,7700000,20000000,102,French
When We Were Kings,1999-09-19,,2789985,89,English
The Line King: The Al Hirschfeld Story,1996-09-27,,,86,English
Mandela,1996-10-11,,,118,English
Suzanne Farrell: Elusive Muse,1999-09-19,,,90,English
Tell the Truth and Run: George Seldes and the American Press,1999-09-19,,,111,English
Breathing Lessons: The Life and Work of Mark O'Brien,1999-09-19,,,35,English
Cosmic Voyage,1999-09-19,,,36,English
An Essay on Matisse,1999-09-19,,,,English
Special Effects: Anything Can Happen,1996-07-04,,,40,English
The Wild Bunch: An Album in Montage,1999-09-19,,,34,English
Dear Diary,1999-09-19,,,22,English
Quest,1999-09-19,,,11,no
La Salla,1999-09-19,,,8,Italian
Wat's Pig,1996-04-10,,,11,English
Michael Collins,1996-08-28,25000000,32800000,132,English
Sleepers,1996-10-18,44000000,165600000,147,English
Emma,1996-06-07,7000000,37300000,120,English
The First Wives Club,1996-09-20,26000000,181000000,103,English
The Hunchback of Notre Dame,1996-06-19,70000000,325300000,91,English
James and the Giant Peach,1996-04-12,38000000,37700000,79,English
The Preacher's Wife,1996-12-13,,57000000,124,English
Evita,1996-12-14,55000000,141000000,134,English
One Fine Day,1996-12-20,,97500000,108,English
That Thing You Do!,1996-10-04,26000000,34600000,108,English
Up Close & Personal,1996-03-01,60000000,100700000,124,English
The Ghost and the Darkness,1996-10-11,55000000,87000000,110,English
Daylight,1996-12-06,80000000,159200000,114,English
Eraser,1996-06-11,100000000,242300000,114,English
Independence Day,1996-06-25,75000000,817400000,145,English
The Rock,1996-06-07,75000000,335600000,136,English
Twister,1996-05-10,,495700000,113,English
The Birdcage,1996-03-08,31000000,185300000,117,English
William Shakespeare's Romeo + Juliet,1996-10-27,14500000,147600000,120,English
Fly Away Home,1996-09-13,,36500000,107,English
The Nutty Professor,1996-06-28,54000000,274000000,96,English
Star Trek: First Contact,1996-11-22,45000000,146000000,111,English
Angels and Insects,1995-11-05,,3400000,116,English
Dragonheart,1996-05-31,57000000,115300000,103,English
Titanic,1997-11-01,200000000,2264000000,195,English
As Good as It Gets,1997-12-06,50000000,314100000,139,English
The Full Monty,1997-08-13,3500000,257900000,91,English
Good Will Hunting,1997-12-02,10000000,225900000,126,English
L.A. Confidential,1997-05-14,35000000,126200000,138,English
The Sweet Hereafter,1997-05-14,5000000,3300000,112,English
The Apostle,1997-09-06,5000000,21300000,134,English
Ulee's Gold,1997-06-13,2700000,9054736,115,English
Wag the Dog,1997-12-17,15000000,64300000,97,English
The Wings of the Dove,1997-11-07,,17000000,102,English
Afterglow,1997-05-11,,2465960,113,English
Mrs Brown,1997-07-18,,13200000,103,English
Jackie Brown,1997-12-08,12000000,74700000,154,English
Amistad,1997-12-10,39000000,58300000,154,English
Boogie Nights,1997-09-11,15000000,43100000,155,English
In & Out,1997-09-19,35000000,63900000,92,English
Deconstructing Harry,1997-08-27,20000000,10700000,96,English
Donnie Brasco,1997-02-24,35000000,124900000,127,English
Character,1997-04-17,4500000,713413,122,Dutch
Jenseits der Stille,1996-12-19,,11500000,112,German
Four Days in September,1997-04-19,,1800000,110,Portuguese
Secrets of the Heart,1997-03-14,,,105,Spanish
The Thief,1999-09-19,2000000,1100000,96,Russian
The Long Way Home,1997-09-19,,,120,English
4 Little Girls,1997-07-09,1000000,130146,102,English
Ayn Rand: A Sense of Life,1996-11-02,,,145,English
Colors Straight Up,1999-09-19,,,,English
Waco: The Rules of Engagement,1997-09-19,,,136,English
A Story of Healing,1999-09-19,,,28,English
Alaska: Spirit of the Wild,1999-09-19,,,40,English
Amazon,1999-09-19,,,38,English
Family Video Diaries: Daughter of the Bride,1997-11-05,,,30,English
Still Kicking: The Fabulous Palm Springs Follies,1999-09-19,,,39,English
Visas and Virtue,1999-09-19,,,26,English
Dance Lexie Dance,1999-09-19,,,14,nan
Geri's Game,1997-11-24,,,5,nan
Famous Fred,1996-12-24,,,25,English
The Old Lady and the Pigeons,1999-09-19,,,24,English
Redux Riding Hood,1997-08-05,,,14,English
Mermaid,1999-09-19,,,10,Russian
Kundun,1997-12-25,28000000,5700000,134,English
Anastasia,1997-11-14,53000000,140000000,94,English
Men in Black,1997-07-02,90000000,589400000,98,English
My Best Friend's Wedding,1997-06-20,38000000,299300000,104,English
Hercules,1997-06-13,85000000,252700000,93,English
Con Air,1997-06-06,75000000,224000000,115,English
Face/Off,1997-06-27,80000000,245700000,139,English
The Fifth Element,1997-05-07,90000000,263900000,126,English
Air Force One,1997-07-21,85000000,315200000,124,English
Contact,1997-07-11,90000000,171100000,150,English
Gattaca,1997-10-24,36000000,12500000,112,English
Oscar and Lucinda,1997-12-31,,4953510,132,English
The Lost World: Jurassic Park,1997-05-19,73000000,618600000,129,English
Starship Troopers,1997-11-04,,121000000,129,English
Shakespeare in Love,1998-12-11,25000000,289300000,123,English
Elizabeth,1998-09-08,30000000,82000000,123,English
Life Is Beautiful,1997-12-20,,230100000,116,Italian
Saving Private Ryan,1998-07-24,,482300000,170,English
The Thin Red Line,1998-12-25,52000000,98100000,171,English
The Truman Show,1998-06-01,60000000,264100000,103,English
Gods and Monsters,1998-01-21,10000000,6500000,105,English
Affliction,1997-08-28,6000000,6300000,114,English
American History X,1998-10-30,20000000,23900000,119,English
Central Station,1998-01-16,2900000,22000000,113,Portuguese
One True Thing,1998-09-18,30000000,26600000,127,English
Hilary and Jackie,1998-09-05,7000000,4912892,121,English
A Civil Action,1998-12-25,75000000,56000000,115,English
A Simple Plan,1998-09-11,17000000,16300000,121,English
Primary Colors,1998-03-20,65000000,52100000,143,English
Little Voice,1998-12-04,,4600000,96,English
Bulworth,1998-05-15,30000000,29200000,108,English
Out of Sight,1998-06-26,48000000,77700000,123,English
Children of Heaven,1999-09-19,180000,1600000,88,Persian
El abuelo,1998-10-30,,,151,Spanish
Tango,1998-08-06,4600000,1600000,115,Spanish
The Last Days,1998-10-23,,,87,"English,"
Dancemaker,1999-09-19,,,98,English
"The Farm: Angola, USA",1999-09-19,,,88,English
Lenny Bruce: Swear to Tell the Truth,1998-10-21,,,100,English
Regret to Inform,1999-09-19,,,72,English
The Personals,1999-09-19,,,40,English
A Place in the Land,1999-09-19,,,32,English
Sunrise Over Tiananmen Square,1998-10-16,,,29,English
Election Night,1999-09-19,,,11,Danish
Bunny,1998-11-02,,,7,nan
More,1999-09-19,,,6,nan
When Life Departs,1999-09-19,,,,nan
Pleasantville,1998-10-23,60000000,49800000,124,English
A Bug's Life,1998-11-14,,363300000,95,English
Mulan,1998-06-05,90000000,304300000,87,English
Patch Adams,1998-12-25,,202300000,115,English
The Prince of Egypt,1998-12-16,,218600000,99,English
Armageddon,1998-07-01,140000000,553700000,150,English
Babe: Pig in the City,1998-11-25,90000000,69100000,96,English
The Horse Whisperer,1998-05-15,60000000,187000000,169,English
Quest for Camelot,1998-05-15,40000000,38100000,86,English
The Mask of Zorro,1998-07-17,95000000,250300000,137,English
What Dreams May Come,1998-10-02,,75400000,113,English
Beloved,1998-10-08,80000000,22900000,172,English
Velvet Goldmine,1998-05-22,9000000,4300000,123,English
Mighty Joe Young,1998-12-25,90000000,50600000,114,English
American Beauty,1999-09-08,15000000,356300000,122,English
The Cider House Rules,1999-09-07,24000000,88500000,125,English
The Green Mile,1999-12-10,60000000,286800000,189,English
The Insider,1999-11-05,,60300000,158,English
The Sixth Sense,1999-08-02,40000000,672800000,107,English
Being John Malkovich,1999-09-02,13000000,23100000,113,English
The Straight Story,1999-05-21,10000000,6200000,112,English
Sweet and Lowdown,1999-09-03,,4197015,95,English
The Hurricane,1999-09-17,50000000,74000000,146,English
Boys Don't Cry,1999-10-08,2000000,20700000,118,English
Tumbleweeds,1999-01-24,312000,1300000,100,English
The End of the Affair,1999-12-02,23000000,10800000,102,nan
Music of the Heart,1999-09-06,27000000,15000000,123,English
Magnolia,1999-12-17,37000000,48500000,188,English
The Talented Mr. Ripley,1999-12-12,40000000,128800000,139,English
"Girl, Interrupted",1999-12-21,40000000,48300000,127,English
Topsy-Turvy,1999-09-03,,7200000,160,English
Election,1999-04-23,,17200000,103,English
All About My Mother,1999-04-16,,68000000,104,Spanish
East/West,1999-08-04,9100000,9400000,124,French
Himalaya,1999-09-13,4400000,40100000,108,Dolpo
Solomon & Gaenor,1999-04-30,,165485,105,Welsh
Under the Sun,1998-12-25,,,118,Swedish
One Day in September,1999-10-22,,,94,English
Buena Vista Social Club,1999-02-17,,23000000,105,English
Genghis Blues,1999-09-19,,,88,English
On the Ropes,1999-09-19,,,94,English
Speaking in Strings,1999-10-29,,6859,73,English
King Gimp,1999-09-19,,,,English
Eyewitness,1999-09-19,,,,English
The Wildest Show in the South: The Angola Prison Rodeo,1999-09-19,,,,English
My Mother Dreams the Satan's Disciples in New York,1999-09-19,,,30,English
The Old Man and the Sea,1999-05-22,,,20,English
Humdrum,1999-09-19,,,7,English
My Grandmother Ironed the King's Shirts,1999-09-19,,,10,English
When the Day Breaks,1999-09-05,,,9,nan
The Red Violin,1998-09-02,,10000000,131,English
Angela's Ashes,1999-12-25,25000000,37300000,145,nan
Tarzan,1999-06-12,130000000,448200000,82,English
"South Park: Bigger, Longer & Uncut",1999-06-23,21000000,83100000,81,English
Toy Story 2,1999-11-13,90000000,511400000,92,English
The Matrix,1999-03-24,63000000,467600000,136,English
Fight Club,1999-09-10,,101000000,139,English
Star Wars: Episode I –The Phantom Menace,1999-05-16,115000000,1047000000,134,English
The Mummy,1999-05-07,80000000,418100000,125,"English,"
Sleepy Hollow,1999-11-17,,207100000,106,English
Anna and the King,1999-12-17,92000000,114000000,148,English
Snow Falling on Cedars,1999-09-12,35000000,23049593,127,English
Austin Powers: The Spy Who Shagged Me,1999-06-11,33000000,312000000,95,English
Bicentennial Man,1999-12-17,,87400000,132,English
Life,1999-04-16,80000000,73400000,109,English
Titus,1999-12-24,18000000,2920000,162,English
Stuart Little,1999-12-05,,300100000,84,English
Gladiator,2000-05-01,110000000,465500000,155,English
Chocolat,2000-12-22,25000000,152700000,121,English
"Crouching Tiger, Hidden Dragon",2000-05-18,17000000,214000000,120,Mandarin
Erin Brockovich,2000-03-14,52000000,256300000,130,English
Traffic,2000-12-27,48000000,207500000,147,English
Billy Elliot,2000-09-29,5000000,109300000,110,English
Before Night Falls,2000-09-03,20000000,8500000,133,English
Cast Away,2000-12-22,90000000,429600000,144,English
Pollock,2000-09-06,,10500000,122,English
Quills,2000-09-02,13500000,18000000,124,English
The Contender,2000-10-13,20000000,22400000,126,English
Requiem for a Dream,2000-05-14,4500000,7400000,102,English
You Can Count on Me,2000-01-21,1200000,11200000,111,English
Shadow of the Vampire,2000-05-15,8000000,11200000,92,English
Almost Famous,2000-09-08,60000000,47400000,122,English
"O Brother, Where Art Thou?",2000-05-13,26000000,71900000,107,English
Wonder Boys,2000-02-25,55000000,33400000,111,English
Amores perros,2000-05-14,2400000,20900000,153,Spanish
Divided We Fall,2000-03-16,,1830938,123,Czech
Everybody's Famous!,2000-04-12,,,97,"Flemish,"
The Taste of Others,2000-03-01,10200000,23600000,112,French
Into the Arms of Strangers:Stories of the Kindertransport,2000-09-07,,,122,English
Legacy,2000-02-01,,,90,English
Long Night's Journey Into Day,2000-01-29,,,94,English
Scottsboro: An American Tragedy,2001-01-19,,6123,84,English
Sound and Fury,1999-09-19,,,80,English
Big Mama,1999-09-19,,,35,English
Curtain Call,1999-09-19,,,,English
Dolphins,2000-04-14,,,39,English
The Man on Lincoln's Nose,2000-10-20,,,,English
On Tiptoe: Gentle Steps to Freedom,1999-09-19,,,58,English
Quiero ser (I want to be...),1999-09-19,,,35,Spanish
Father and Daughter,1999-09-19,,,8,No
Periwig Maker,1999-11-13,,,14,nan
Rejected,2000-07-25,,,9,English
Malèna,2000-10-27,,14400000,108,Italian
The Patriot,2000-06-27,110000000,215300000,165,English
Meet the Parents,2000-10-06,55000000,330400000,108,English
Dancer in the Dark,2000-05-17,,45600000,140,English
The Emperor's New Groove,2000-12-10,100000000,169700000,78,English
U-571,2000-04-21,62000000,127000000,116,English
Space Cowboys,2000-08-04,,128900000,130,English
The Perfect Storm,2000-06-30,,328700000,130,English
How the Grinch Stole Christmas,2000-11-08,123000000,347200000,105,English
Vatel,1999-09-19,,51080,103,English
The Cell,2000-08-18,33000000,104100000,107,English
102 Dalmatians,2000-11-13,85000000,183600000,100,English
Hollow Man,2000-08-04,95000000,190200000,112,English
A Beautiful Mind,2001-12-13,58000000,316800000,135,English
Gosford Park,2001-11-07,19800000,87800000,137,English
In the Bedroom,2001-01-19,1700000,44800000,131,English
The Lord of the Rings:The Fellowship of the Ring,2001-12-10,93000000,887400000,178,English
Moulin Rouge!,2001-05-09,50000000,179200000,128,English
Black Hawk Down,2001-12-28,92000000,173000000,144,English
Mulholland Drive,2001-05-16,15000000,20100000,147,English
Training Day,2001-09-02,45000000,104900000,122,English
I Am Sam,2001-12-28,22000000,97800000,132,English
Ali,2001-12-25,,87700000,159,English
Monster's Ball,2001-11-11,4000000,45000000,111,English
Iris,2001-12-14,5500000,16200000,90,English
Bridget Jones's Diary,2001-03-10,25000000,282000000,96,English
Sexy Beast,2000-09-13,4300000,10200000,88,English
Amélie,2001-04-25,10000000,174400000,123,French
Memento,2000-09-05,,40100000,113,English
The Royal Tenenbaums,2001-10-05,21000000,71400000,109,English
Ghost World,2001-06-16,7000000,8000000,112,English
Shrek,2001-04-22,60000000,492500000,90,English
Jimmy Neutron: Boy Genius,2001-12-21,30000000,103000000,82,English
"Monsters, Inc.",2001-10-28,115000000,579700000,92,English
No Man's Land,2001-09-19,2000000,4858869,98,Bosnian
Elling,2001-03-16,,750000,89,Norwegian
Lagaan,2001-06-15,,,233,Hindi
Son of the Bride,2001-08-16,,8597323,123,Spanish
Murder on a Sunday Morning,2001-09-14,,,111,English
Children Underground,2001-09-19,,,104,Romanian
LaLee's Kin: The Legacy of Cotton,2001-06-22,,,89,English
Promises,2001-01-30,,,106,English
War Photographer,1999-09-19,,,96,"English,"
Thoth,1999-09-19,,,40,English
Artists and Orphans: A True Drama,1999-09-19,,,40,English
Sing!,1999-09-19,,,36,English
The Accountant,1999-09-19,,,40,English
For the Birds,2000-06-05,,,3,nan
Strange Invaders,1999-09-19,,,8,English
A.I. Artificial Intelligence,2001-06-29,,235900000,146,English
Harry Potterand the Philosopher's Stone,2001-11-04,125000000,1026000000,152,English
Pearl Harbor,2001-05-21,140000000,449200000,183,English
Kate & Leopold,2001-12-25,48000000,76000000,123,English
Vanilla Sky,2001-12-14,68000000,203400000,136,English
The Man Who Wasn't There,2001-05-13,20000000,18900000,116,English
The Affair of the Necklace,2001-11-30,30000000,1200000,118,English
Chicago,2002-12-10,45000000,306800000,113,English
Gangs of New York,2002-12-20,,193800000,168,English
The Hours,2002-12-25,25000000,108800000,114,English
The Lord of the Rings:The Two Towers,2002-12-05,94000000,951600000,179,English
The Pianist,2002-05-24,35000000,120100000,149,English
Talk to Her,2002-03-15,,64800000,112,Spanish
Adaptation.,2002-12-06,19000000,32800000,115,English
The Quiet American,2002-09-09,30000000,27700000,101,English
About Schmidt,2002-05-22,30000000,105800000,124,English
Frida,2002-08-29,12000000,56300000,123,English
Unfaithful,2002-05-10,50000000,119100000,124,English
Far from Heaven,2002-09-02,13500000,29000000,107,English
Road to Perdition,2002-07-12,80000000,183400000,117,English
Catch Me If You Can,2002-12-18,52000000,352100000,141,English
My Big Fat Greek Wedding,2002-02-22,5000000,368700000,95,English
Y tu mamá también,2001-06-08,5000000,33600000,106,Spanish
About a Boy,2002-04-26,30000000,130500000,101,English
Spirited Away,2001-07-20,19200000,396000000,125,Japanese
Ice Age,2002-03-15,59000000,383200000,81,English
Lilo & Stitch,2002-06-16,80000000,273100000,85,English
Spirit: Stallion of the Cimarron,2002-05-18,80000000,122600000,83,English
Treasure Planet,2002-11-06,140000000,109600000,95,English
Nowhere in Africa,2001-12-27,7000000,24352725,141,German
The Crime of Padre Amaro,2002-08-16,1800000,27000000,118,Spanish
Hero,2002-10-24,31000000,177400000,99,Mandarin
The Man Without a Past,2002-03-01,1206000,9564237,97,Finnish
Zus & Zo,1999-09-19,,281219,100,Dutch
Bowling for Columbine,2002-05-16,4000000,58000000,120,English
Daughter from Đà Nẵng,2002-01-11,,,83,English
Prisoner of Paradise,2002-12-11,,,96,English
Spellbound,1999-09-19,,,97,English
Winged Migration,2001-12-12,23600000,52800000,97,English
Twin Towers,1999-09-19,,,34,English
The Collector of Bedford Street,1999-09-19,,,36,English
Mighty Times: The Legacy of Rosa Parks,1999-09-19,,,40,English
Why Can't We Be a Family Again?,1999-09-19,,,27,English
This Charming Man,2002-10-02,,,30,Danish
J'attendrai le suivant...(I'll Wait for the Next One...),2002-09-29,,,4,French
Johnny Flynton,2002-09-21,,,37,English
The ChubbChubbs!,2002-07-03,,,5,English
Das Rad,1999-09-19,,,8,German
The Cathedral,1999-09-19,,,6,Silent
Mike's New Car,2002-09-17,,,5,English
Mt. Head,1999-09-19,,,10,Japanese
8 Mile,2002-11-08,41000000,242900000,111,English
The Wild Thornberrys Movie,2002-12-20,25000000,60700000,85,English
Minority Report,2002-06-19,102000000,358400000,145,English
Spider-Man,2002-04-29,139000000,825800000,121,English
The Time Machine,2002-03-08,80000000,123700000,96,English
Star Wars: Episode II – Attack of the Clones,2002-05-12,115000000,653800000,142,English
The Lord of the Rings:The Return of the King,2003-12-01,94000000,1151000000,201,English
Lost in Translation,2003-08-29,4000000,118700000,102,English
Master and Commander:The Far Side of the World,2003-11-14,150000000,211600000,138,English
Mystic River,2003-05-23,,156600000,138,English
Seabiscuit,2003-07-25,87000000,148300000,141,English
City of God,2002-05-18,3300000,30600000,130,Portuguese
Pirates of the Caribbean:The Curse of the Black Pearl,2003-06-28,140000000,654300000,143,English
House of Sand and Fog,2003-12-19,16500000,16900000,124,English
Cold Mountain,2003-12-25,79000000,173000000,154,English
Monster,2003-11-16,1500000,64200000,109,English
Whale Rider,2002-09-11,,41400000,101,English
Something's Gotta Give,2003-12-12,80000000,266700000,128,English
In America,2002-09-12,,25400000,105,English
21 Grams,2003-09-05,20000000,60400000,124,English
The Cooler,2003-01-17,4000000,10400000,101,English
The Last Samurai,2003-11-20,140000000,456800000,154,English
Pieces of April,2003-10-17,300000,3300000,81,English
Thirteen,2003-01-17,2000000,10100000,100,English
The Barbarian Invasions,2003-05-21,5000000,34900000,99,French
Dirty Pretty Things,2002-09-05,10000000,13900000,97,English
Finding Nemo,2003-05-18,94000000,940300000,100,English
American Splendor,2003-01-20,2000000,8700000,101,English
Brother Bear,2003-10-20,46000000,250400000,85,English
The Triplets of Belleville,2003-05-18,9500000,14800000,78,French
Evil,2003-05-16,3000000,12469000,113,Swedish
The Twilight Samurai,2002-11-02,,10200000,129,Japanese
Twin Sisters,2002-12-12,,5145363,137,Dutch
Želary,2003-09-04,50000000,43881284,150,Czech
The Fog of War,2003-05-21,,5000000,107,English
Balseros,1999-09-19,,,,Spanish
Capturing the Friedmans,2003-01-17,,,107,English
My Architect,1999-09-19,,2900000,110,English
The Weather Underground,1999-09-19,,564632,95,English
Chernobyl Heart,1999-09-19,,,39,nan
Asylum,2003-03-09,,,20,English
Ferry Tales,1999-09-19,,,40,English
Two Soldiers,2003-08-01,,,40,English
Most,1999-09-19,,,29,nan
Squash,1999-09-19,,,27,French
Harvie Krumpet,1999-09-19,377000,,22,English
Boundin',2003-05-07,,,5,English
Destino,2003-06-02,,,7,nan
Gone Nutty: Scrat's Missing Adventure,2002-11-26,,,4,English
Nibbles,1999-09-19,,,4,English
Big Fish,2003-12-04,70000000,123200000,125,English
A Mighty Wind,2003-04-16,6000000,18700000,92,English
Girl with a Pearl Earring,2003-08-31,10000000,31400000,100,English
Million Dollar Baby,2004-12-05,30000000,216800000,132,English
The Aviator,2004-12-17,110000000,213700000,170,English
Finding Neverland,2004-09-04,25000000,116800000,101,English
Ray,2004-10-29,40000000,124000000,152,English
Sideways,2004-09-13,16000000,109700000,127,English
Vera Drake,2004-09-06,11000000,13300000,125,English
Hotel Rwanda,2004-09-11,17500000,33900000,121,English
Being Julia,2004-10-15,18000000,14300000,104,English
Maria Full of Grace,2004-01-18,3200000,12600000,101,Spanish
Eternal Sunshine of the Spotless Mind,2004-03-19,20000000,74000000,108,English
Collateral,2004-08-06,65000000,220200000,120,English
Closer,2004-12-03,27000000,115500000,104,English
Kinsey,2004-09-04,11000000,16900000,118,English
The Incredibles,2004-10-24,,631600000,115,English
Before Sunset,2004-02-10,,15800000,80,English
Motorcycle Diaries,2004-01-15,,57700000,126,Spanish
Shark Tale,2004-09-10,75000000,374600000,90,English
Shrek 2,2004-05-15,150000000,935500000,92,English
The Sea Inside,2004-09-03,10000000,43700000,125,Spanish
As It Is in Heaven,2004-09-03,,18328469,132,Swedish
The Chorus,2004-03-17,5300000,83600000,96,French
Downfall,2004-09-08,,92200000,155,German
Yesterday,2004-09-03,,,96,Zulu
Born into Brothels: Calcutta's Red Light Kids,2004-01-17,,3500000,85,Bengali
The Story of the Weeping CamelИнгэн нулимс,2003-09-06,,9328652,87,Mongolian
Super Size Me,2004-05-07,65000,22200000,98,English
Tupac: Resurrection,2003-01-22,300000,7808524,111,English
Twist of Faith,2004-08-20,,,87,English
Mighty Times: The Children's March,1999-09-19,,,40,English
The Children of Leningradsky,1999-09-19,,,34,Russian
Hardwood,2005-03-17,,,29,English
Sister Rose's Passion,1999-09-19,,,39,English
Wasp,1999-09-19,,,26,English
7:35 de la Mañana,1999-09-19,,,8,Spanish
Little Terrorist,1999-09-19,,,15,Hindi
"Two Cars, One Night",1999-09-19,,,11,English
Ryan,2004-05-17,,,14,English
Birthday Boy,2004-06-08,,,8,Korean
Gopher Broke,2004-09-30,,,4,nan
Guard Dog,1999-09-19,,,,nan
Lorenzo,2004-03-06,,,5,English
Harry Potter and the Prisoner of Azkaban,2004-05-23,130000000,808500000,142,English
Lemony Snicket's A Series of Unfortunate Events,2004-12-17,,211500000,108,English
The Passion of the Christ,2004-02-25,30000000,612100000,127,Aramaic
The Village,2004-07-26,,256700000,108,English
The Polar Express,2004-10-13,,318200000,100,English
The Phantom of the Opera,2004-12-10,,154600000,143,English
Spider-Man 2,2004-06-25,200000000,795900000,127,English
A Very Long Engagement,2004-10-27,,69400000,134,French
House of Flying Daggers,2004-05-19,12000000,92900000,119,Mandarin
Troy,2004-05-13,,497400000,163,English
"I, Robot",2004-07-07,120000000,353100000,115,English
Crash,2004-09-10,6500000,98400000,112,English
Brokeback Mountain,2005-09-02,14000000,178100000,134,English
Capote,2005-09-02,7000000,49900000,114,English
"Good Night, and Good Luck.",2005-09-01,7000000,54600000,93,English
Munich,2005-12-23,70000000,131000000,163,English
Hustle & Flow,2005-07-22,2800000,23500000,116,English
Walk the Line,2005-09-04,28000000,186800000,136,English
Mrs Henderson Presents,2005-11-25,20000000,27800000,103,English
Transamerica,2005-02-14,1000000,15200000,103,English
Pride & Prejudice,2005-09-11,28000000,121600000,127,English
North Country,2005-09-12,35000000,25200000,126,English
Syriana,2005-11-20,50000000,94000000,128,English
Cinderella Man,2005-06-03,88000000,108500000,144,English
A History of Violence,2005-05-16,32000000,61400000,96,English
The Constant Gardener,2005-08-31,25000000,82400000,129,English
Junebug,2005-01-24,1000000,3400000,106,English
Match Point,2005-05-12,15000000,85300000,124,English
The Squid and the Whale,2005-01-23,1500000,11200000,81,English
Wallace & Gromit:The Curse of the Were-Rabbit,2005-09-04,30000000,192700000,85,English
Howl's Moving Castle,2004-09-05,24000000,236000000,119,Japanese
Corpse Bride,2005-09-07,40000000,118100000,77,English
Tsotsi,2005-08-18,3000000,11500000,95,Setswana
Don't Tell,2005-09-09,,,120,Italian
Merry Christmas,2005-11-09,22000000,,116,French
Paradise Now,2005-02-14,2000000,3579902,91,Palestinian
Sophie Scholl – The Final Days,2005-02-13,,13900000,117,German
March of the Penguins,2005-01-21,8000000,127400000,86,French
Darwin's Nightmare,2004-09-01,,,107,English
Enron: The Smartest Guys in the Room,2005-04-22,700000,4900000,109,English
Murderball,2005-07-08,350000,1800000,88,English
Street Fight,2005-04-23,,4779,83,English
A Note of Triumph: The Golden Age of Norman Corwin,2005-08-19,,,39,English
The Death of Kevin Carter: Casualty of the Bang Bang Club,2004-09-18,,,27,English
God Sleeps in Rwanda,1999-09-19,,,28,"Kinyarwanda,"
The Mushroom Club,1999-09-19,,,,English
Six Shooter,2004-10-14,,,27,English
Cashback,2006-09-10,,2300000,102,English
The Last Farm,1999-09-19,,,18,Icelandic
The Runaway,1999-09-19,,,,nan
The Moon and the Son: An Imagined Conversation,1999-09-19,,,,English
9,2005-04-11,,,11,nan
Badgered,2005-02-23,,,6,English
The Mysterious Geographic Explorations of Jasper Morello,2005-01-20,600000,,26,English
One Man Band,2005-06-11,,,4,nan
Memoirs of a Geisha,2005-11-29,85000000,162200000,145,English
King Kong,2005-12-05,207000000,556900000,187,English
War of the Worlds,2005-06-23,132000000,603900000,116,English
"The Chronicles of Narnia:The Lion, the Witch and the Wardrobe",2005-12-07,180000000,745000000,143,English
Harry Potterand the Goblet of Fire,2005-11-06,150000000,897500000,157,English
Batman Begins,2005-05-31,150000000,373700000,140,English
The New World,2005-12-25,30000000,49300000,150,English
Star Wars: Episode III –Revenge of the Sith,2005-05-15,113000000,868400000,140,English
Charlie and the Chocolate Factory,2005-07-10,150000000,475800000,115,English
The Departed,2006-09-26,90000000,291500000,151,English
Babel,2006-05-23,25000000,135300000,144,English
Letters from Iwo Jima,2006-12-09,19000000,68700000,140,Japanese
Little Miss Sunshine,2006-01-20,8000000,101100000,102,English
The queen,2006-09-02,15000000,123500000,103,English
United 93,2006-02-26,15000000,76300000,110,English
The Last King of Scotland,2006-09-01,6000000,48400000,123,English
Blood Diamond,2006-12-08,100000000,171700000,143,English
Half Nelson,2006-01-23,700000,4900000,102,English
Venus,2006-09-02,3000000,7300000,95,English
The Pursuit of Happyness,2006-12-15,55000000,307100000,117,English
Volver,2006-03-17,9400000,87200000,121,Spanish
